Date,Type,Title,Rating (R relevant / B background / N not relevant),Where it lands on the site,URL
18 January 2023,Task force report,Report of the work undertaken by the Cookie Banner Taskforce,R,Topic 15 cookie banners,https://www.edpb.europa.eu/documents/task-force-report/report-of-the-work-undertaken-by-the-cookie-banner-taskforce_en
18 January 2023,Coordinated Enforcement Framework,"Coordinated Enforcement Action, use of cloud-based services by the public sector",N,,https://www.edpb.europa.eu/documents/coordinated-enforcement-framework/coordinated-enforcement-action-use-of-cloud-based_en
13 December 2022,Statement,Statement on the implications of the CJEU judgment C-817/19 on the use of PNR in Member States,N,,https://www.edpb.europa.eu/documents/statement/statement-on-the-implications-of-the-cjeu-judgment-c-81719-on-the-use-of-pnr-in_en
06 December 2022,Opinion of the Board (Art. 64),Opinion 32/2022 on the draft decision of the Danish Supervisory Authority regarding the Controller Binding Corporate Rules of the Ramboll Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-322022-on-the-draft-decision-of-the-danish_en
05 December 2022,EDPB Binding Decisions,Binding Decision 5/2022 on the dispute submitted by the Irish SA regarding WhatsApp Ireland Limited (Art. 65 GDPR),B,"Topic 15: transparency, WhatsApp",https://www.edpb.europa.eu/documents/edpb-binding-decisions/binding-decision-52022-on-the-dispute-submitted-by-the-irish-sa_en
05 December 2022,EDPB Binding Decisions,Binding Decision 3/2022 on the dispute submitted by the Irish SA on Meta Platforms Ireland Limited and its Facebook service (Art. 65 GDPR),B,Topics 10 and 18: contract is not a basis for behavioural advertising,https://www.edpb.europa.eu/documents/edpb-binding-decisions/binding-decision-32022-on-the-dispute-submitted-by-the-irish-sa-on_en
05 December 2022,EDPB Binding Decisions,Binding Decision 4/2022 on the dispute submitted by the Irish SA on Meta Platforms Ireland Limited and its Instagram service (Art. 65 GDPR),B,"Topics 10 and 18: same, Instagram",https://www.edpb.europa.eu/documents/edpb-binding-decisions/binding-decision-42022-on-the-dispute-submitted-by-the-irish-sa-on_en
28 November 2022,Opinion of the Board (Art. 64),Opinion 30/2022 on the draft decision of the Slovak Supervisory Authority regarding the Controller Binding Corporate Rules of Piano Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-302022-on-the-draft-decision-of-the-slovak_en
28 November 2022,Opinion of the Board (Art. 64),Opinion 31/2022 on the draft decision of the Slovak Supervisory Authority regarding the Processor Binding Corporate Rules of Piano Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-312022-on-the-draft-decision-of-the-slovak_en
18 November 2022,Opinion of the Board (Art. 64),Opinion 29/2022 on the draft decision of the Danish Supervisory Authority regarding the Controller Binding Corporate Rules of the DSV Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-292022-on-the-draft-decision-of-the-danish_en
10 October 2022,"Reports, statements, and letters",Statement 04/2022 on the design choices for a digital euro from the privacy and data protection perspective,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/statement-042022-on-the-design-choices-for-a-digital-euro_en
10 October 2022,Opinion of the Board (Art. 64),Opinion 28/2022 on the Europrivacy criteria of certification regarding their approval by the Board as European Data Protection Seal pursuant to Article 42.5 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-282022-on-the-europrivacy-criteria-of-certification_en
07 October 2022,Opinion of the Board (Art. 64),Opinion 27/2022 on the draft decision of the French Supervisory Authority regarding the Processor Binding Corporate Rules of LEYTON Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-272022-on-the-draft-decision-of-the-french_en
30 September 2022,Opinion of the Board (Art. 64),Opinion 26/2022 on the draft decision of the Data Protection Authority of Bavaria for the Private Sector regarding the Controller Binding Corporate Rules of the Munich Re Reinsurance Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-262022-on-the-draft-decision-of-the-data-protection_en
19 September 2022,Opinion of the Board (Art. 64),Opinion 25/2022 regarding the European Privacy Seal (EuroPriSe ) certification criteria for the certification of processing operations by processors,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-252022-regarding-the-european-privacy-seal-europrise_en
12 September 2022,"Reports, statements, and letters",Statement 03/2022 on the European Police Cooperation Code,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/statement-032022-on-the-european-police-cooperation-code_en
07 September 2022,Opinion of the Board (Art. 64),Opinion 24/2022 on the draft decision of the Swedish Supervisory Authority regarding the Processor Binding Corporate Rules of the Samres Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-242022-on-the-draft-decision-of-the-swedish_en
07 September 2022,Opinion of the Board (Art. 64),Opinion 23/2022 on the draft decision of the Swedish Supervisory Authority regarding the Controller Binding Corporate Rules of the Samres Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-232022-on-the-draft-decision-of-the-swedish_en
07 September 2022,Opinion of the Board (Art. 64),Opinion 22/2022 on the draft decision of the Liechtenstein Supervisory Authority regarding the Controller Binding Corporate Rules of Hilti Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-222022-on-the-draft-decision-of-the-liechtenstein_en
05 September 2022,"Reports, statements, and letters",Overview on resources made available by Member States to the Data Protection Supervisory Authorities,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/overview-on-resources-made-available-by-member-states-to-0_en
26 August 2022,Opinion of the Board (Art. 64),Opinion 20/2022 on the draft decision of the Irish Supervisory Authority regarding the Controller Binding Corporate Rules of the Ellucian Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-202022-on-the-draft-decision-of-the-irish-supervisory_en
26 August 2022,Opinion of the Board (Art. 64),Opinion 19/2022 on the draft decision of the Baden-Württemberg (Germany) Supervisory Authority regarding the Controller Binding Corporate Rules of the Mercedes-Benz Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-192022-on-the-draft-decision-of-the-baden-wurttemberg_en
26 August 2022,Opinion of the Board (Art. 64),Opinion 18/2022 on the draft decision of the Baden-Württemberg (Germany) Supervisory Authority regarding the Controller Binding Corporate Rules of the Daimler Truck Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-182022-on-the-draft-decision-of-the-baden-wurttemberg_en
26 August 2022,Opinion of the Board (Art. 64),Opinion 21/2022 on the draft decision of the Irish Supervisory Authority regarding the Processor Binding Corporate Rules of the Ellucian Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-212022-on-the-irish-supervisory_en
01 August 2022,Opinion of the Board (Art. 64),Opinion 17/2022 on the draft decision of the Spanish Supervisory Authority regarding the Controller Binding Corporate Rules of the ANTOLIN Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-172022-on-the-draft-decision-of-the-spanish_en
29 July 2022,Procedure,EDPB Document on selection of cases of strategic importance,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/procedure/edpb-document-on-selection-of-cases-of-strategic-importance_en
28 July 2022,Legislative opinion,EDPB-EDPS Joint Opinion 04/2022 on the Proposal for a Regulation of the European Parliament and of the Council laying down rules to prevent and combat child sexual abuse,N,,https://www.edpb.europa.eu/documents/legislative-opinion/edpb-edps-joint-opinion-042022-on-the-proposal-for-a-regulation-of_en
28 July 2022,EDPB Binding Decisions,Binding Decision 2/2022 on the dispute arisen on the draft decision of the Irish Supervisory Authority regarding Meta Platforms Ireland Limited (Instagram) under Article 65(1)(a) GDPR,N,,https://www.edpb.europa.eu/documents/edpb-binding-decisions/binding-decision-22022-on-the-dispute-arisen-on-the-draft-decision_en
12 July 2022,"Reports, statements, and letters",Statement 02/2022 on personal data transfers to the Russian Federation,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/statement-022022-on-personal-data-transfers-to-the-russian_en
12 July 2022,Legislative opinion,EDPB-EDPS Joint Opinion 03/2022 on the Proposal for a Regulation on the European Health Data Space,N,,https://www.edpb.europa.eu/documents/legislative-opinion/edpb-edps-joint-opinion-032022-on-the-proposal-for-a-regulation-on_en
04 July 2022,Opinion of the Board (Art. 64),Opinion 16/2022 on the draft decision of the competent supervisory authority of Slovenia regarding the approval of the requirements for accreditation of a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-162022-on-the-draft-decision-of-the-competent_en
04 July 2022,Opinion of the Board (Art. 64),Opinion 15/2022 on the draft decision of the competent supervisory authority of Luxembourg regarding the approval of the requirements for accreditation of a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-152022-on-the-draft-decision-of-the-competent_en
04 July 2022,Opinion of the Board (Art. 64),Opinion 12/2022 on the draft decision of the competent supervisory authority of France regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-122022-on-the-draft-decision-of-the-competent_en
04 July 2022,Opinion of the Board (Art. 64),Opinion 13/2022 on the draft decision of the competent supervisory authority of Bulgaria regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-132022-on-the-draft-decision-of-the-competent_en
